filename,width,height,class,xmin,ymin,xmax,ymax
546.jpg,1920,1080,Ceramic/Porcelain Insulator,482,419,609,621
546.jpg,1920,1080,Ceramic/Porcelain Insulator,694,420,795,593
546.jpg,1920,1080,Ceramic/Porcelain Insulator,966,439,1045,560
546.jpg,1920,1080,Polymer Arrester,627,599,750,725
546.jpg,1920,1080,Polymer Arrester,1010,552,1097,632
546.jpg,1920,1080,Polymer Arrester,722,593,825,691
211.jpg,1920,1080,Polymer Arrester,389,403,1001,996
211.jpg,1920,1080,Ceramic/Porcelain Insulator,78,1,402,357
558.jpg,1920,1080,Ceramic/Porcelain Insulator,1,140,98,337
558.jpg,1920,1080,Ceramic/Porcelain Insulator,337,176,477,395
558.jpg,1920,1080,Ceramic/Porcelain Insulator,1341,273,1472,475
558.jpg,1920,1080,Polymer Arrester,15,395,147,517
558.jpg,1920,1080,Polymer Arrester,210,397,329,545
558.jpg,1920,1080,Polymer Arrester,1225,501,1353,636
341.jpg,1920,1080,Ceramic/Porcelain Insulator,830,55,882,132
341.jpg,1920,1080,Ceramic/Porcelain Insulator,935,169,993,252
341.jpg,1920,1080,Ceramic/Porcelain Insulator,989,235,1049,324
341.jpg,1920,1080,Polymer Arrester,1051,284,1099,355
341.jpg,1920,1080,Polymer Arrester,897,113,929,169
364.jpg,1920,1080,Ceramic/Porcelain Insulator,416,1,485,48
364.jpg,1920,1080,Ceramic/Porcelain Insulator,825,1,884,93
364.jpg,1920,1080,Ceramic/Porcelain Insulator,943,16,993,105
269.jpg,1920,1080,Ceramic/Porcelain Insulator,721,268,887,372
269.jpg,1920,1080,Polymer Arrester,931,11,1029,192
269.jpg,1920,1080,Polymer Arrester,713,140,885,240
269.jpg,1920,1080,Polymer Arrester,1027,103,1209,207
412_DJI_0206 (2).jpg,1920,1080,Compression/Crimped Splice,277,420,1433,580
412_DJI_0206 (2).jpg,1920,1080,Compression/Crimped Splice,1579,1,1919,139
1099.jpg,1920,1080,Ceramic/Porcelain Insulator,447,364,987,719
1099.jpg,1920,1080,Dead-end Polymer Insulator,1,801,955,1078
1099.jpg,1920,1080,Polymer Arrester,1280,623,1650,1080
292_DJI_0146 (2).jpg,1920,1080,Line Tension Switch,1079,244,1243,368
292_DJI_0146 (2).jpg,1920,1080,Line Tension Switch,889,263,1041,376
292_DJI_0146 (2).jpg,1920,1080,Line Tension Switch,846,311,983,407
292_DJI_0146 (2).jpg,1920,1080,Polymer Arrester,959,717,1010,791
292_DJI_0146 (2).jpg,1920,1080,Polymer Arrester,1113,749,1170,837
292_DJI_0146 (2).jpg,1920,1080,Polymer Arrester,1007,744,1082,823
292_DJI_0146 (2).jpg,1920,1080,Dead-end Polymer Insulator,1239,261,1405,319
436_DJI_0218 (2).jpg,1920,1080,Polymer Insulator,1662,416,1733,603
436_DJI_0218 (2).jpg,1920,1080,Polymer Insulator,1486,475,1559,647
436_DJI_0218 (2).jpg,1920,1080,Polymer Insulator,1175,569,1235,736
436_DJI_0218 (2).jpg,1920,1080,Polymer Insulator,1034,617,1089,768
436_DJI_0218 (2).jpg,1920,1080,Polymer Arrester,1027,708,1103,823
436_DJI_0218 (2).jpg,1920,1080,Dead-end Polymer Insulator,878,747,1067,804
436_DJI_0218 (2).jpg,1920,1080,Dead-end Polymer Insulator,1035,716,1209,756
436_DJI_0218 (2).jpg,1920,1080,Dead-end Polymer Insulator,1542,544,1701,624
436_DJI_0218 (2).jpg,1920,1080,Dead-end Polymer Insulator,1719,616,1851,723
436_DJI_0218 (2).jpg,1920,1080,Dead-end Polymer Insulator,1097,799,1222,881
436_DJI_0218 (2).jpg,1920,1080,Dead-end Polymer Insulator,1243,757,1357,845
436_DJI_0218 (2).jpg,1920,1080,Vertical Disconnect Switch,1218,835,1321,945
436_DJI_0218 (2).jpg,1920,1080,Dead-end Polymer Insulator,1303,895,1383,957
436_DJI_0218 (2).jpg,1920,1080,Compression/Crimped Splice,877,356,1047,429
436_DJI_0218 (2).jpg,1920,1080,Compression/Crimped Splice,862,489,1014,541
436_DJI_0218 (2).jpg,1920,1080,Compression/Crimped Splice,473,605,637,656
436_DJI_0218 (2).jpg,1920,1080,Compression/Crimped Splice,309,660,471,703
497_DJI_0261.jpg,1920,1080,Ceramic/Porcelain Insulator,774,129,829,213
497_DJI_0261.jpg,1920,1080,Ceramic/Porcelain Insulator,829,77,886,175
497_DJI_0261.jpg,1920,1080,Ceramic/Porcelain Insulator,1013,173,1073,269
497_DJI_0261.jpg,1920,1080,Dead-end Ceramic Insulator,665,209,803,273
497_DJI_0261.jpg,1920,1080,Dead-end Ceramic Insulator,709,245,895,324
497_DJI_0261.jpg,1920,1080,Dead-end Ceramic Insulator,902,271,1038,349
497_DJI_0261.jpg,1920,1080,Dead-end Ceramic Insulator,1050,247,1170,292
497_DJI_0261.jpg,1920,1080,Dead-end Ceramic Insulator,929,216,1031,259
530.jpg,1920,1080,Ceramic/Porcelain Insulator,451,288,567,480
530.jpg,1920,1080,Ceramic/Porcelain Insulator,1162,255,1301,493
530.jpg,1920,1080,Ceramic/Porcelain Insulator,1507,253,1661,501
530.jpg,1920,1080,Polymer Arrester,446,480,562,617
621_DJI_0503.jpg,1920,1080,Polymer Insulator,803,431,846,533
621_DJI_0503.jpg,1920,1080,Polymer Insulator,882,401,935,512
621_DJI_0503.jpg,1920,1080,Polymer Insulator,1113,312,1165,435
621_DJI_0503.jpg,1920,1080,Line Tension Switch,986,259,1093,343
621_DJI_0503.jpg,1920,1080,Line Tension Switch,770,351,863,425
621_DJI_0503.jpg,1920,1080,Line Tension Switch,683,392,783,468
621_DJI_0503.jpg,1920,1080,Dead-end Polymer Insulator,903,248,994,308
621_DJI_0503.jpg,1920,1080,Dead-end Polymer Insulator,1181,328,1261,391
621_DJI_0503.jpg,1920,1080,Dead-end Polymer Insulator,679,339,779,389
621_DJI_0503.jpg,1920,1080,Dead-end Polymer Insulator,595,383,691,439
621_DJI_0503.jpg,1920,1080,Dead-end Polymer Insulator,949,407,1045,460
309.jpg,1920,1080,Ceramic/Porcelain Insulator,710,128,1298,1079
1142.jpg,1920,1080,Ceramic/Porcelain Insulator,902,233,1031,304
1240.jpg,1920,1080,Ceramic/Porcelain Insulator,809,217,857,261
1240.jpg,1920,1080,Ceramic/Porcelain Insulator,818,347,859,389
1240.jpg,1920,1080,Ceramic/Porcelain Insulator,822,454,871,510
1240.jpg,1920,1080,Polymer Arrester,766,244,804,305
1240.jpg,1920,1080,Polymer Arrester,775,432,809,490
1455.jpg,1920,1080,Ceramic/Porcelain Insulator,398,189,1150,609
364_DJI_0182 (2).jpg,1920,1080,Compression/Crimped Splice,1,174,1215,508
166.jpg,1920,1080,Mushroom Insulator,881,365,946,444
166.jpg,1920,1080,Mushroom Insulator,953,359,1017,433
166.jpg,1920,1080,Mushroom Insulator,1333,759,1409,839
166.jpg,1920,1080,Mushroom Insulator,1323,739,1391,791
166.jpg,1920,1080,Dead-end Ceramic Insulator,726,431,899,495
166.jpg,1920,1080,Dead-end Ceramic Insulator,598,485,875,557
166.jpg,1920,1080,Dead-end Ceramic Insulator,573,541,842,640
166.jpg,1920,1080,Dead-end Ceramic Insulator,446,783,543,933
166.jpg,1920,1080,Dead-end Ceramic Insulator,862,835,951,983
166.jpg,1920,1080,Dead-end Ceramic Insulator,1321,861,1414,1059
166.jpg,1920,1080,Polymer Arrester,589,816,654,901
166.jpg,1920,1080,Polymer Arrester,775,829,839,916
166.jpg,1920,1080,Polymer Arrester,1213,853,1278,941
160.jpg,1920,1080,Dead-end Ceramic Insulator,1,763,759,1080
160.jpg,1920,1080,Dead-end Ceramic Insulator,1,527,841,774
160.jpg,1920,1080,Dead-end Ceramic Insulator,139,345,994,573
160.jpg,1920,1080,Mushroom Insulator,942,95,1197,363
160.jpg,1920,1080,Mushroom Insulator,1221,71,1485,348
549.jpg,1920,1080,Ceramic/Porcelain Insulator,898,125,1137,537
549.jpg,1920,1080,Polymer Arrester,1819,23,1920,194
549.jpg,1920,1080,Polymer Arrester,841,339,966,555
602.jpg,1920,1080,Ceramic/Porcelain Insulator,813,355,1154,645
256.jpg,1920,1080,Dead-end Ceramic Insulator,1526,269,1920,868
256.jpg,1920,1080,Polymer Arrester,1102,187,1413,688
256.jpg,1920,1080,Polymer Arrester,443,79,757,568
1471.jpg,1920,1080,Ceramic/Porcelain Insulator,475,263,855,491
1471.jpg,1920,1080,Ceramic/Porcelain Insulator,501,932,847,1080
1471.jpg,1920,1080,Polymer Arrester,659,553,874,895
1471.jpg,1920,1080,Polymer Arrester,990,1,1294,108
1471.jpg,1920,1080,Dead-end Ceramic Insulator,982,928,1639,1080
475_DJI_0239.jpg,1920,1080,Polymer Insulator,843,180,895,300
475_DJI_0239.jpg,1920,1080,Polymer Insulator,1165,208,1210,332
475_DJI_0239.jpg,1920,1080,Polymer Insulator,1311,215,1361,349
475_DJI_0239.jpg,1920,1080,Dead-end Polymer Insulator,771,300,883,375
475_DJI_0239.jpg,1920,1080,Dead-end Polymer Insulator,983,317,1090,405
475_DJI_0239.jpg,1920,1080,Dead-end Polymer Insulator,1223,351,1325,448
475_DJI_0239.jpg,1920,1080,Dead-end Polymer Insulator,934,248,1015,289
475_DJI_0239.jpg,1920,1080,Dead-end Polymer Insulator,1353,280,1425,333
475_DJI_0239.jpg,1920,1080,Polymer Insulator,871,489,947,552
475_DJI_0239.jpg,1920,1080,Polymer Insulator,1273,564,1353,637
475_DJI_0239.jpg,1920,1080,Jiffy Splice,671,535,777,611
475_DJI_0239.jpg,1920,1080,Jiffy Splice,963,597,1059,679
1144.jpg,1920,1080,Ceramic/Porcelain Insulator,926,219,1067,296
978.jpg,1920,1080,Ceramic/Porcelain Insulator,637,96,819,179
978.jpg,1920,1080,Polymer Arrester,746,225,847,352
978.jpg,1920,1080,Dead-end Polymer Insulator,815,103,874,285
172_DJI_0086 (2).jpg,1920,1080,Mushroom Insulator,637,515,678,548
172_DJI_0086 (2).jpg,1920,1080,Mushroom Insulator,722,505,759,543
172_DJI_0086 (2).jpg,1920,1080,Mushroom Insulator,930,480,966,521
248_DJI_0124 (2).jpg,1920,1080,Mushroom Insulator,386,352,503,477
248_DJI_0124 (2).jpg,1920,1080,Mushroom Insulator,985,495,1069,591
248_DJI_0124 (2).jpg,1920,1080,Mushroom Insulator,1171,532,1253,623
248_DJI_0124 (2).jpg,1920,1080,Polymer Arrester,537,444,654,581
248_DJI_0124 (2).jpg,1920,1080,Polymer Arrester,1111,581,1206,688
248_DJI_0124 (2).jpg,1920,1080,Polymer Arrester,1198,593,1281,696
768_DJI_0630.jpg,1920,1080,Polymer Insulator,1066,31,1342,164
768_DJI_0630.jpg,1920,1080,Polymer Insulator,702,4,1010,117
768_DJI_0630.jpg,1920,1080,Polymer Insulator,778,87,966,179
768_DJI_0630.jpg,1920,1080,Polymer Arrester,529,469,658,627
768_DJI_0630.jpg,1920,1080,Polymer Arrester,693,444,815,604
768_DJI_0630.jpg,1920,1080,Polymer Arrester,1305,433,1387,584
768_DJI_0630.jpg,1920,1080,Polymer Arrester,1441,449,1550,593
291.jpg,1920,1080,Polymer Arrester,297,383,657,932
1489.jpg,1920,1080,Ceramic/Porcelain Insulator,526,43,1723,643
1489.jpg,1920,1080,Dead-end Ceramic Insulator,1,685,1718,1079
239.jpg,1920,1080,Polymer Arrester,1043,261,1495,948
239.jpg,1920,1080,Dead-end Ceramic Insulator,50,105,1215,1080
1427.jpg,1920,1080,Ceramic/Porcelain Insulator,637,221,1246,536
1486_DJI_0621 (2).jpg,1920,1080,Vertical Disconnect Switch,785,745,1249,987
1486_DJI_0621 (2).jpg,1920,1080,Dead-end Polymer Insulator,554,467,673,505
1486_DJI_0621 (2).jpg,1920,1080,Dead-end Polymer Insulator,671,457,774,493
1486_DJI_0621 (2).jpg,1920,1080,Dead-end Polymer Insulator,827,477,945,508
1486_DJI_0621 (2).jpg,1920,1080,Dead-end Polymer Insulator,1097,456,1210,499
1486_DJI_0621 (2).jpg,1920,1080,Dead-end Polymer Insulator,925,435,1057,480
1486_DJI_0621 (2).jpg,1920,1080,Line Tension Switch,929,461,1049,524
1486_DJI_0621 (2).jpg,1920,1080,Line Tension Switch,770,431,867,495
1486_DJI_0621 (2).jpg,1920,1080,Polymer Insulator,815,467,851,608
1486_DJI_0621 (2).jpg,1920,1080,Polymer Insulator,909,487,951,595
1486_DJI_0621 (2).jpg,1920,1080,Polymer Insulator,1073,467,1111,588
1486_DJI_0621 (2).jpg,1920,1080,Polymer Insulator,1110,491,1186,577
163.jpg,1920,1080,Dead-end Ceramic Insulator,1,316,825,537
163.jpg,1920,1080,Dead-end Ceramic Insulator,1,500,653,756
163.jpg,1920,1080,Dead-end Ceramic Insulator,1,761,646,1080
163.jpg,1920,1080,Mushroom Insulator,787,57,1042,353
163.jpg,1920,1080,Mushroom Insulator,1077,40,1297,283
1216.jpg,1920,1080,Ceramic/Porcelain Insulator,870,335,1095,715
1216.jpg,1920,1080,Ceramic/Porcelain Insulator,786,56,1011,405
458.jpg,1920,1080,Dead-end Polymer Insulator,1538,525,1903,628
458.jpg,1920,1080,Dead-end Polymer Insulator,773,491,1259,577
458.jpg,1920,1080,Dead-end Polymer Insulator,643,608,1031,679
458.jpg,1920,1080,Dead-end Polymer Insulator,602,684,883,744
458.jpg,1920,1080,Polymer Arrester,1017,479,1203,649
458.jpg,1920,1080,Polymer Arrester,1514,529,1677,716
458.jpg,1920,1080,Under-mounted Switch,1129,611,1489,873
458.jpg,1920,1080,Under-mounted Switch,1063,657,1378,907
458.jpg,1920,1080,Under-mounted Switch,866,731,1118,904
914.jpg,1920,1080,Ceramic/Porcelain Insulator,978,35,1043,149
914.jpg,1920,1080,Dead-end Ceramic Insulator,975,167,1262,227
914.jpg,1920,1080,Dead-end Ceramic Insulator,686,163,945,216
627.jpg,1920,1080,Dead-end Ceramic Insulator,854,521,1049,851
627.jpg,1920,1080,Polymer Arrester,505,469,705,644
429.jpg,1920,1080,Under-mounted Switch,509,731,739,885
429.jpg,1920,1080,Under-mounted Switch,829,589,993,683
429.jpg,1920,1080,Under-mounted Switch,619,693,835,829
429.jpg,1920,1080,Dead-end Polymer Insulator,227,703,446,757
429.jpg,1920,1080,Dead-end Polymer Insulator,517,597,702,643
429.jpg,1920,1080,Dead-end Polymer Insulator,717,533,862,572
429.jpg,1920,1080,Dead-end Polymer Insulator,609,729,911,817
429.jpg,1920,1080,Dead-end Polymer Insulator,841,617,1070,677
429.jpg,1920,1080,Dead-end Polymer Insulator,979,543,1167,593
458_DJI_0229 (2).jpg,1920,1080,Compression/Crimped Splice,1014,301,1246,396
458_DJI_0229 (2).jpg,1920,1080,Compression/Crimped Splice,997,467,1213,540
458_DJI_0229 (2).jpg,1920,1080,Compression/Crimped Splice,459,639,679,700
458_DJI_0229 (2).jpg,1920,1080,Compression/Crimped Splice,235,720,450,771
458_DJI_0229 (2).jpg,1920,1080,Polymer Insulator,1446,527,1534,763
458_DJI_0229 (2).jpg,1920,1080,Polymer Insulator,1883,400,1920,605
458_DJI_0229 (2).jpg,1920,1080,Polymer Insulator,1245,596,1329,803
458_DJI_0229 (2).jpg,1920,1080,Polymer Arrester,1234,747,1335,895
458_DJI_0229 (2).jpg,1920,1080,Dead-end Polymer Insulator,1031,788,1270,863
458_DJI_0229 (2).jpg,1920,1080,Dead-end Polymer Insulator,1297,736,1503,805
458_DJI_0229 (2).jpg,1920,1080,Dead-end Polymer Insulator,1346,848,1526,961
458_DJI_0229 (2).jpg,1920,1080,Dead-end Polymer Insulator,1530,785,1715,909
458_DJI_0229 (2).jpg,1920,1080,Line Tension Switch,1509,875,1655,1080
1059.jpg,1920,1080,Ceramic/Porcelain Insulator,851,103,919,148
1059.jpg,1920,1080,Dead-end Polymer Insulator,854,147,985,187
988.jpg,1920,1080,Dead-end Polymer Insulator,934,263,1018,309
988.jpg,1920,1080,Ceramic/Porcelain Insulator,949,305,1022,355
1456_DJI_0596 (2).jpg,1920,1080,Vertical Disconnect Switch,722,455,1323,715
1456_DJI_0596 (2).jpg,1920,1080,Line Tension Switch,702,101,795,173
1456_DJI_0596 (2).jpg,1920,1080,Line Tension Switch,917,81,1005,153
1456_DJI_0596 (2).jpg,1920,1080,Line Tension Switch,1021,116,1139,165
1456_DJI_0596 (2).jpg,1920,1080,Dead-end Polymer Insulator,615,128,722,168
1456_DJI_0596 (2).jpg,1920,1080,Dead-end Polymer Insulator,839,108,938,153
1456_DJI_0596 (2).jpg,1920,1080,Dead-end Polymer Insulator,1049,88,1181,135
1456_DJI_0596 (2).jpg,1920,1080,Dead-end Polymer Insulator,1182,104,1318,145
1456_DJI_0596 (2).jpg,1920,1080,Polymer Insulator,791,115,851,256
1456_DJI_0596 (2).jpg,1920,1080,Polymer Insulator,1015,87,1074,271
1456_DJI_0596 (2).jpg,1920,1080,Polymer Insulator,1138,96,1201,276
1456_DJI_0596 (2).jpg,1920,1080,Polymer Insulator,674,128,857,251
1503.jpg,1920,1080,Ceramic/Porcelain Insulator,562,457,1330,1032
115.jpg,1920,1080,Ceramic/Porcelain Insulator,785,408,837,496
115.jpg,1920,1080,Ceramic/Porcelain Insulator,946,493,1010,597
115.jpg,1920,1080,Ceramic/Porcelain Insulator,1047,547,1118,664
115.jpg,1920,1080,Polymer Arrester,745,482,786,537
115.jpg,1920,1080,Polymer Arrester,903,588,953,662
115.jpg,1920,1080,Polymer Arrester,948,619,995,704
457.jpg,1920,1080,Dead-end Polymer Insulator,1463,468,1842,571
457.jpg,1920,1080,Dead-end Polymer Insulator,677,455,1173,541
457.jpg,1920,1080,Dead-end Polymer Insulator,502,520,953,580
457.jpg,1920,1080,Dead-end Polymer Insulator,515,569,847,613
457.jpg,1920,1080,Under-mounted Switch,1047,552,1406,801
457.jpg,1920,1080,Under-mounted Switch,994,581,1317,801
457.jpg,1920,1080,Polymer Arrester,723,565,838,676
457.jpg,1920,1080,Polymer Arrester,1439,505,1598,655
74_DJI_0037 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1505,83,1546,164
74_DJI_0037 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1579,288,1639,345
74_DJI_0037 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1595,488,1667,544
74_DJI_0037 (2).jpg,1920,1080,Dead-end Polymer Insulator,1554,169,1627,217
74_DJI_0037 (2).jpg,1920,1080,Dead-end Polymer Insulator,1573,355,1662,405
74_DJI_0037 (2).jpg,1920,1080,Dead-end Polymer Insulator,1583,555,1681,603
621.jpg,1920,1080,Ceramic/Porcelain Insulator,862,440,1193,1032
363.jpg,1920,1080,Ceramic/Porcelain Insulator,577,53,645,171
363.jpg,1920,1080,Ceramic/Porcelain Insulator,873,103,929,191
363.jpg,1920,1080,Ceramic/Porcelain Insulator,961,112,1009,197
297.jpg,1920,1080,Ceramic/Porcelain Insulator,789,72,842,161
297.jpg,1920,1080,Ceramic/Porcelain Insulator,1078,171,1135,267
297.jpg,1920,1080,Ceramic/Porcelain Insulator,1215,224,1283,325
297.jpg,1920,1080,Polymer Arrester,787,667,823,719
297.jpg,1920,1080,Polymer Arrester,827,709,863,757
297.jpg,1920,1080,Polymer Arrester,883,741,926,792
297.jpg,1920,1080,Under-mounted Switches,793,379,1038,612
402.jpg,1920,1080,Ceramic/Porcelain Insulator,922,83,1361,852
1497.jpg,1920,1080,Ceramic/Porcelain Insulator,650,1,1421,509
767_DJI_0629.jpg,1920,1080,Vertical Disconnect Switch,858,191,1006,272
767_DJI_0629.jpg,1920,1080,Vertical Disconnect Switch,862,379,1009,451
767_DJI_0629.jpg,1920,1080,Vertical Disconnect Switch,873,553,1013,627
767_DJI_0629.jpg,1920,1080,Dead-end Polymer Insulator,706,172,858,212
767_DJI_0629.jpg,1920,1080,Dead-end Polymer Insulator,1005,161,1166,209
767_DJI_0629.jpg,1920,1080,Dead-end Polymer Insulator,718,352,867,392
767_DJI_0629.jpg,1920,1080,Dead-end Polymer Insulator,730,531,878,568
767_DJI_0629.jpg,1920,1080,Dead-end Polymer Insulator,1015,528,1167,563
767_DJI_0629.jpg,1920,1080,Dead-end Polymer Insulator,1006,351,1162,389
767_DJI_0629.jpg,1920,1080,Polymer Arrester,995,213,1058,259
767_DJI_0629.jpg,1920,1080,Polymer Arrester,819,216,874,263
767_DJI_0629.jpg,1920,1080,Polymer Arrester,837,389,879,432
767_DJI_0629.jpg,1920,1080,Polymer Arrester,1011,388,1073,440
767_DJI_0629.jpg,1920,1080,Polymer Arrester,833,556,889,603
767_DJI_0629.jpg,1920,1080,Polymer Arrester,1014,561,1070,608
129.jpg,1920,1080,Ceramic/Porcelain Insulator,637,179,750,355
129.jpg,1920,1080,Ceramic/Porcelain Insulator,761,267,866,453
129.jpg,1920,1080,Ceramic/Porcelain Insulator,1147,576,1299,839
129.jpg,1920,1080,Polymer Arrester,1295,694,1398,856
129.jpg,1920,1080,Polymer Arrester,876,362,965,488
129.jpg,1920,1080,Polymer Arrester,841,325,902,426
299.jpg,1920,1080,Ceramic/Porcelain Insulator,215,27,317,176
299.jpg,1920,1080,Ceramic/Porcelain Insulator,453,35,538,168
299.jpg,1920,1080,Ceramic/Porcelain Insulator,813,68,879,157
299.jpg,1920,1080,Polymer Arrester,351,132,439,261
299.jpg,1920,1080,Polymer Arrester,487,127,555,240
299.jpg,1920,1080,Polymer Arrester,875,143,926,215
279.jpg,1920,1080,Ceramic/Porcelain Insulator,1382,756,1665,997
279.jpg,1920,1080,Polymer Arrester,1753,116,1920,312
279.jpg,1920,1080,Polymer Arrester,1547,132,1713,312
279.jpg,1920,1080,Polymer Arrester,1715,1,1870,160
36_DJI_0018 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,610,257,707,411
36_DJI_0018 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,930,127,1010,240
36_DJI_0018 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1046,79,1113,195
36_DJI_0018 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,750,365,818,503
36_DJI_0018 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1023,212,1077,344
36_DJI_0018 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1073,193,1129,312
532.jpg,1920,1080,Ceramic/Porcelain Insulator,814,269,863,343
532.jpg,1920,1080,Ceramic/Porcelain Insulator,1073,253,1127,344
532.jpg,1920,1080,Ceramic/Porcelain Insulator,1201,252,1267,349
532.jpg,1920,1080,Polymer Arrester,814,337,862,388
938.jpg,1920,1080,Mushroom Insulator,699,391,846,532
938.jpg,1920,1080,Polymer Arrester,607,777,691,915
938.jpg,1920,1080,Jiffy Splice,975,297,1023,429
938.jpg,1920,1080,Jiffy Splice,1023,35,1079,188
661_DJI_0523.jpg,1920,1080,Polymer Insulator,861,124,955,365
661_DJI_0523.jpg,1920,1080,Polymer Insulator,845,428,995,541
661_DJI_0523.jpg,1920,1080,Polymer Insulator,743,579,942,677
661_DJI_0523.jpg,1920,1080,Polymer Insulator,843,780,1007,883
661_DJI_0523.jpg,1920,1080,Polymer Arrester,562,979,659,1080
661_DJI_0523.jpg,1920,1080,Polymer Arrester,781,985,854,1080
661_DJI_0523.jpg,1920,1080,Polymer Arrester,1359,956,1447,1075
466.jpg,1920,1080,Ceramic/Porcelain Insulator,846,475,909,575
466.jpg,1920,1080,Ceramic/Porcelain Insulator,1134,425,1207,555
466.jpg,1920,1080,Ceramic/Porcelain Insulator,1309,395,1395,545
466.jpg,1920,1080,Polymer Arrester,799,561,866,633
466.jpg,1920,1080,Polymer Arrester,1081,540,1177,629
466.jpg,1920,1080,Polymer Arrester,1197,531,1290,633
249.jpg,1920,1080,Ceramic/Porcelain Insulator,667,1,906,179
249.jpg,1920,1080,Dead-end Ceramic Insulator,749,147,1299,379
568.jpg,1920,1080,Ceramic/Porcelain Insulator,970,24,1113,291
568.jpg,1920,1080,Ceramic/Porcelain Insulator,1568,729,1809,1080
568.jpg,1920,1080,Polymer Arrester,847,331,1029,503
568.jpg,1920,1080,Dead-end Ceramic Insulator,1181,884,1420,1080
18.jpg,1920,1080,Ceramic/Porcelain Insulator,903,55,1102,189
18.jpg,1920,1080,Ceramic/Porcelain Insulator,857,400,1082,553
18.jpg,1920,1080,Ceramic/Porcelain Insulator,822,617,1021,817
272_DJI_0136 (2).jpg,1920,1080,Ceramic/Porcelain Arrester,1183,52,1243,167
272_DJI_0136 (2).jpg,1920,1080,Ceramic/Porcelain Arrester,961,152,1002,243
272_DJI_0136 (2).jpg,1920,1080,Dead-end Polymer Insulator,886,180,1042,228
272_DJI_0136 (2).jpg,1920,1080,Dead-end Polymer Insulator,859,217,983,268
272_DJI_0136 (2).jpg,1920,1080,Dead-end Polymer Insulator,1227,171,1367,275
272_DJI_0136 (2).jpg,1920,1080,Dead-end Polymer Insulator,1110,211,1237,304
272_DJI_0136 (2).jpg,1920,1080,Dead-end Polymer Insulator,1082,115,1201,185
272_DJI_0136 (2).jpg,1920,1080,Line Tension Switch,962,68,1102,180
272_DJI_0136 (2).jpg,1920,1080,Line Tension Switch,750,141,893,229
272_DJI_0136 (2).jpg,1920,1080,Line Tension Switch,739,188,865,272
697.jpg,1920,1080,Vertical Disconnect Switch,964,524,1032,632
697.jpg,1920,1080,Vertical Disconnect Switch,912,515,974,617
697.jpg,1920,1080,Vertical Disconnect Switch,866,507,925,610
697.jpg,1920,1080,Ceramic/Porcelain Insulator,1027,214,1081,252
697.jpg,1920,1080,Ceramic/Porcelain Insulator,1026,333,1086,370
697.jpg,1920,1080,Ceramic/Porcelain Insulator,1028,441,1090,475
697.jpg,1920,1080,Ceramic/Porcelain Insulator,923,200,976,235
697.jpg,1920,1080,Ceramic/Porcelain Insulator,924,315,977,352
697.jpg,1920,1080,Polymer Arrester,860,724,890,784
697.jpg,1920,1080,Polymer Arrester,886,729,919,798
697.jpg,1920,1080,Polymer Arrester,914,742,954,804
974.jpg,1920,1080,Ceramic/Porcelain Insulator,779,395,870,435
974.jpg,1920,1080,Polymer Arrester,827,455,867,521
974.jpg,1920,1080,Dead-end Polymer Insulator,863,399,898,512
462_DJI_0231 (2).jpg,1920,1080,Polymer Insulator,1514,363,1706,976
462_DJI_0231 (2).jpg,1920,1080,Polymer Insulator,1709,388,1910,1048
584.jpg,1920,1080,Ceramic/Porcelain Insulator,99,507,279,713
584.jpg,1920,1080,Ceramic/Porcelain Insulator,565,408,719,612
584.jpg,1920,1080,Ceramic/Porcelain Insulator,1539,212,1667,411
584.jpg,1920,1080,Polymer Arrester,1393,325,1471,416
584.jpg,1920,1080,Jiffy Splice,143,301,222,432
584.jpg,1920,1080,Dead-end Ceramic Insulator,1026,739,1335,851
366_DJI_0183 (2).jpg,1920,1080,Compression/Crimped Splice,655,477,1859,757
1230.jpg,1920,1080,Ceramic/Porcelain Insulator,699,1,1245,847
580.jpg,1920,1080,Polymer Arrester,449,629,691,876
580.jpg,1920,1080,Ceramic/Porcelain Insulator,635,323,837,663
580.jpg,1920,1080,Ceramic/Porcelain Insulator,1073,135,1322,569
580.jpg,1920,1080,Ceramic/Porcelain Insulator,1342,10,1630,546
1226.jpg,1920,1080,Ceramic/Porcelain Insulator,602,189,1074,1045
344_DJI_0172 (2).jpg,1920,1080,Jiffy Splice,1347,148,1783,237
344_DJI_0172 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,907,127,1038,385
344_DJI_0172 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,779,224,935,512
344_DJI_0172 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,359,580,565,955
344_DJI_0172 (2).jpg,1920,1080,Polymer Arrester,1006,401,1183,544
344_DJI_0172 (2).jpg,1920,1080,Polymer Arrester,946,484,1126,641
344_DJI_0172 (2).jpg,1920,1080,Polymer Arrester,568,905,826,1080
